establecimiento_id,establecimiento_nombre,localidad_id,localidad_nombre,provincia_id,provincia_nombre,departamento_id,departamento_nombre,codloc,codent,origen_financiamiento,tipologia_id,tipologia_sigla,tipologia_nombre,cp,domicilio,sitio_web
50380842150137,PUESTO EL TORO (17),38084030000,EL TORO,38,JUJUY,84,SUSQUES,30,0.0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),4643,AVENIDA LAVALLE ESQUINA 24 DE OCTUBRE,
50380632150075,PUESTO BARRO NEGRO (9) (EX LOTE ROSARIO DE RIO GRANDE),38063090000,LA MENDIETA,38,JUJUY,63,SAN PEDRO,90,0.0,Provincial,50,ESSIDT,Con atención médica general por lo menos 3 días de la semana,4522,CARLOS GARDEL S/N° - LOTE BARRO NEGRO,
50260212329179,KIN SPORT,26021030018,COMODORO RIVADAVIA,26,CHUBUT,21,ESCALANTE,30,18.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3240,Avenida Rivadavia 633,
51260352329290,LABORATORIO ANALISIS CLINICOS GEROSA,26035030000,ESQUEL,26,CHUBUT,35,FUTALEUFÚ,30,0.0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,9200,25 de Mayo 498,
51260352329289,LABORATORIO ANALISIS CLINICOS,26035030000,ESQUEL,26,CHUBUT,35,FUTALEUFÚ,30,0.0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,9200,Ameghino 1033,
51260352329293,LABORATORIO DRA. SALVAGNO,26035030000,ESQUEL,26,CHUBUT,35,FUTALEUFÚ,30,0.0,Privado,51,ESSID,Laboratorio de Anatomía patológica,9200,SAN MARTIN 908,
51260212329299,LABORATORIO DE HISTOPATOLOGIA Y CITOLOGIA,26021030018,COMODORO RIVADAVIA,26,CHUBUT,21,ESCALANTE,30,18.0,Privado,51,ESSID,Laboratorio de Anatomía patológica,9000,Ameghino 845,
51260212329297,LABORATORIO DE ANALISIS CLINICOS (STROBL),26021030018,COMODORO RIVADAVIA,26,CHUBUT,21,ESCALANTE,30,18.0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,9000,Italia 668,
51260212329298,INSAT  - LABORATORIO DE ANATOMIA PATOLOGICA,26021030018,COMODORO RIVADAVIA,26,CHUBUT,21,ESCALANTE,30,18.0,Privado,51,ESSID,Laboratorio de Anatomía patológica,9000,Ameghino 741,
52260212329318,LITIASIS CENTRO CHUBUT,26021030018,COMODORO RIVADAVIA,26,CHUBUT,21,ESCALANTE,30,18.0,Privado,52,ESSIT,Otros,9000,Francia 938,
50260212329186,ODONTOLOGIA DEL PLATA,26021030018,COMODORO RIVADAVIA,26,CHUBUT,21,ESCALANTE,30,18.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9000,Ameghino 1311,
50260212329187,ODONTOLOGIA INTEGRAL,26021030018,COMODORO RIVADAVIA,26,CHUBUT,21,ESCALANTE,30,18.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3240,AMEGHINO  1331,
50541122265191,C.A.P.S. PUERTO ARGENTINO 1,54112040000,SAN PEDRO,54,MISIONES,112,SAN PEDRO,40,0.0,Municipal,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),3364,Camino vecinal Colonia Pto Argentino 1,
50260212329190,OSECAC (COMODORO RIVADAVIA),26021030018,COMODORO RIVADAVIA,26,CHUBUT,21,ESCALANTE,30,18.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9000,MITRE 602 esquina Rawson,
50260212329192,PATAGONIA SALUD -P.S.M.T.-  (MEDICINA DEL TRABAJO),26021030018,COMODORO RIVADAVIA,26,CHUBUT,21,ESCALANTE,30,18.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9000,CRONICA  355,
50261052129207,PUESTO SANITARIO CHACAY OESTE,26105010000,GAN GAN,26,CHUBUT,105,TELSEN,10,0.0,Provincial,50,ESSDIT,Con guardia permanente,9121,Ruta Prov. Nro. 4,
50260142129210,PUESTO SANITARIO CURRUMAHUIDA,26014040000,EL HOYO,26,CHUBUT,14,CUSHAMEN,40,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,8431,Camino del valle,
50260142129229,PUESTO SANITARIO LAS GOLONDRINAS,26014090000,LAGO PUELO,26,CHUBUT,14,CUSHAMEN,90,0.0,Provincial,50,ESSDIT,Con guardia permanente,9211,Camino del Valle - Parcela 30,
50260142129220,PUESTO SANITARIO FOFO CAHUEL,26014065000,FOFO CAHUEL,26,CHUBUT,14,CUSHAMEN,65,0.0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),9213,RUTA PROVINCIAL 35,
50260142129223,PUESTO SANITARIO LA CATARATA,26014010000,BUENOS AIRES CHICO,26,CHUBUT,14,CUSHAMEN,10,0.0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),9210,SIN NOMBRE 0,
50020012315826,CENTRO MEDICO MADEROMED,2001010003,PUERTO MADERO,2,CABA,1,COMUNA 1,10,3.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,1007,Olga Cossettini 731 3º Piso,www.maderomed.com.ar
50020012315856,CENTRO ODONTOLOGICO URQUIZA,2003010002,SAN CRISTOBAL,2,CABA,3,COMUNA 3,10,2.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,1221,General Urquiza 835,
50861822192547,PUESTO SANITARIO COLONIA SIEGEL (HOSP SUNCHO CORRAL),86182000015,COLONIA SIEGEL,86,SANTIAGO DEL ESTERO,182,SARMIENTO,0,0.0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),4356,COLONIA SIEGEL - DPTO. SARMIENTO,www.msaludsgo.gov.ar
51421052353340,LABORATORIO DE ANALISIS CLINICOS SILVANA ACTIS GIORGETTO,42105030000,GENERAL PICO,42,LA PAMPA,105,MARACÓ,30,0.0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,6360,Calle 15 420,
53060702303264,CEM CENTRO DE EMERGENCIAS MEDICAS BASE BARADERO,6070010000,BARADERO,6,BUENOS AIRES,70,BARADERO,10,0.0,Privado,53,ESCL,Sistema de Atención extra hospitalaria,2942,Colombres 550,
53900842396826,SOREMER S.A.,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,0.0,Privado,53,ESCL,Sistema de Atención extra hospitalaria,4000,AVENIDA SARMIENTO 790,www.soremer.com/medicina_prepaga.php
50900212396556,SERVICIO PRIVADO DE HEMOTERAPIA (HEMOSS),90021050000,CONCEPCION,90,TUCUMÁN,21,CHICLIGASTA,50,0.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,4146,BELGRANO 119,
50221402126128,CENTRO DE SALUD BARRIO CIUDAD DE LOS MILAGROS BARRANQUERAS,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3500,FORTIN TAPENAGA Y CALLE 7,
50221402126478,CENTRO DE SALUD VILLA GHIO DR. ALVAREZ LOTERO,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3500,PASAJE RIVADAVIA Y CALLE 18,
50221402126172,CENTRO DE SALUD CACIQUE PELAYO,22140040000,FONTANA,22,CHACO,140,SAN FERNANDO,40,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3514,Mariano Moreno,
50221402126140,CENTRO DE SALUD BARRIO ESPAÑA,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3500,CALLE FRAY BERTACA - BARRIO ESPAÑA,
50221402126141,CENTRO DE SALUD DOCTORA GRIERSON,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3500,Bº MUJERES ARGENTINAS,
50220362126139,CENTRO DE SALUD BARRIO EL CEIBO,22036030000,GENERAL PINEDO,22,CHACO,36,12 DE OCTUBRE,30,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3732,CALLE LAPRIDA E/ 0 y 00,
52580352367218,CENTRO AXIS MEDICINA Y REHABILITACION,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,0.0,Privado,52,ESSIT,Centro Rehabilitación motora,8300,Mendoza 755,
50660282373502,SERVICIO MEDICO SALTA SRL,66028050000,SALTA,66,SALTA,28,CAPITAL,50,0.0,Privado,53,ESCL,Sistema de Atención extra hospitalaria,4400,CALLE SANTIAGO DEL ESTERO 118,
50660282373505,SINDICATO DE EMPLEADOS DE COMERCIO,66028050000,SALTA,66,SALTA,28,CAPITAL,50,0.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,4400,ESPAÑA 1090,
52660282373535,SOCIEDAD DE LA ESTRELLA,66028050000,SALTA,66,SALTA,28,CAPITAL,50,0.0,Privado,52,ESSIT,Otros,4400,Jujuy 835,
50220362126134,CENTRO DE SALUD BARRIO  PINEDO VIEJO,22036030000,GENERAL PINEDO,22,CHACO,36,12 DE OCTUBRE,30,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3732,Quinta 8 Secc. 3 Circ I manz 44 parc 20,
50220362126133,CENTRO DE SALUD BARRIO  ATALAYA,22036030000,GENERAL PINEDO,22,CHACO,36,12 DE OCTUBRE,30,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3732,Calle 4 e/ 1 y 0,
10660352173046,HOSPITAL DR. NICOLAS LOZANO,66035020000,LA MERCED,66,SALTA,35,CERRILLOS ,20,0.0,Provincial,10,ESCIG,Bajo riesgo con internación simple,4421,HIPOLITO YRIGOYEN 958,
50221262126367,CENTRO DE SALUD MARGARITA BELEN,22126030000,MARGARITA BELEN,22,CHACO,126,1º DE MAYO,30,0.0,Provincial,50,ESSDIT,Con guardia permanente,3505,MANZANA 105-Planta Urbana-PABLO GERZEL E HIPOLITO IRIGOYEN,
50220142126273,CENTRO DE SALUD ISLA DEL CERRITO,22014020000,ISLA DEL CERRITO,22,CHACO,14,BERMEJO,20,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3518,MAXIMO ABERASTURY 8,
50220392126275,CENTRO DE SALUD ITIN,22039010000,HERMOSO CAMPO,22,CHACO,39,2 DE ABRIL,10,0.0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),3733,ZONA RURAL a 12 km del Hospital Artemio Zeno,
53821192385955,EMERGENCIAS SAT - SERVICIO DE ATENCION MEDICA Y TRASLADOS,82119020000,CAPITAN BERMUDEZ,82,SANTA FE,119,SAN LORENZO,20,0.0,Privado,53,ESCL,Unidades de Atención Móviles,2154,REMEDIOS DE ESCALADA 527,
50820842885049,CENTRO INTEGRAL CITEM - CENTRO INTEGRAL DE TECNOLOGIAS ESPECIALES,82084270000,ROSARIO,82,SANTA FE,84,ROSARIO,270,0.0,Mutual,50,ESSIDT,Con atención médica general por lo menos 3 días de la semana,2000,PUEYRREDON 1027,
50221052126320,CENTRO DE SALUD LAS PIEDRITAS,22105010000,LAS BREÑAS,22,CHACO,105,9 DE JULIO,10,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3722,ZONA RURAL - LAS PIEDRITAS,
50221402126477,CENTRO DE SALUD VILLA GENERAL BELGRANO,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3500,Avenida Marconi Nº 420 ( donovan y belgrano),
50221402126494,CENTRO DERMATOLOGICO DR. MANUEL M. GIMENEZ,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3500,AMEGHINO 1205,
50220282126321,CENTRO DE SALUD LAS TOLDERIAS,22028010000,CHARATA,22,CHACO,28,CHACABUCO,10,0.0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),3730,ZONA RURAL - LAS TOLDERIAS,
50220362126234,CENTRO DE SALUD EL PALMAR CENTRAL,22036030000,GENERAL PINEDO,22,CHACO,36,12 DE OCTUBRE,30,0.0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),3732,sección 25 paraje el palmar c,
10500772157032,HOSPITAL REGIONAL MALARGUE.-,50077040000,MALARGUE,50,MENDOZA,77,MALARGÜE,40,0.0,Provincial,10,ESCIG,Alto riesgo con terapia intensiva,5613,AVENIDA GENERAL ROCA ESQUINA ESQUIVEL ALDAO,www.salud.mendoza.gov.ar
10740422180025,HOSPITAL UNION,74042140000,UNION,74,SAN LUIS,42,GOBERNADOR DUPUY,140,0.0,Provincial,10,ESCIG,Bajo riesgo con internación simple,6216,AVENIDA A DASSA 510,
10580352367005,CLINICA SAN AGUSTIN,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,0.0,Privado,10,ESCIG,Alto riesgo con terapia intensiva,8300,CANDELARIA 45,
10580352367004,CLINICA PASTEUR SA,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,0.0,Privado,10,ESCIG,Alto riesgo con terapia intensiva,8300,LA RIOJA 36,
12580352367039,CLINICA SAN LUCAS,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,0.0,Privado,12,ESCIEM,Alto riesgo con terapia intensiva,8300,ALCORTA 797,
50580352367159,CONSULTORIOS MEDICOS CEGIN - CEFER,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,0.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,8300,MENDOZA 718,
51580352367190,MEDRO  MEDICINA LABORAL,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,0.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,8300,General Fotheringham 516,
50580352367157,CENTRO DE MEDICINA FAMILIAR A.M.E.N.,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,0.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,8300,BOUQUET ROLDAN 36,
53660562373544,MARIA AUXILIADORA SERVICIO DE TRASLADOS PROGRAMADOS BAJO RIESGO,66056090000,EMBARCACION,66,SALTA,56,GRL. JOSÉ DE SAN MARTÍN,90,0.0,Privado,53,ESCL,Unidades de Atención Móviles,4550,ENTRE RIOS 423,
50220632126157,CENTRO DE SALUD BARRIO SAN ANTONIO,22063060000,JUAN JOSE CASTELLI,22,CHACO,63,GENERAL GÜEMES,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3705,QUINTA 17,
50220632126129,CENTRO DE SALUD BARRIO SARMIENTO,22063060000,JUAN JOSE CASTELLI,22,CHACO,63,GENERAL GÜEMES,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3705,SANTA MARÍA DE ORO  520,
10661192173060,HOSPITAL PRESBITERO OLMOS,66119030000,SECLANTAS,66,SALTA,119,MOLINOS,30,0.0,Provincial,10,ESCIG,Bajo riesgo con internación simple,4419,ABRAHAM CORNEJO S/Nº - SECLANTAS,
50460982155055,CAPS ALTO JAGUE,46098010,JAGÜÉ (ALTO JAGÜÉ),46,LA RIOJA,98,VINCHINA,10,1.0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),5359,ALTO JAGUE,
50140912231512,DISPENSARIO IGNACIO MINOLDO,14091030000,CABALANGO,14,CÓRDOBA,91,PUNILLA,30,0.0,Municipal,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,5155,El Vergel,
50141402231550,DISPENSARIO MUNICIPALIDAD DE ALTOS DE CHIPION,14140020000,ALTOS DE CHIPION,14,CÓRDOBA,140,SAN JUSTO,20,0.0,Municipal,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,2417,BELGRANO S/Nº,
10460142355040,SANATORIO RIOJA S.A.,46014010000,LA RIOJA,46,LA RIOJA,14,CAPITAL,10,0.0,Privado,10,ESCIG,Mediano riesgo con internación con cuidados especiales,5300,AV JUAN FACUNDO QUIROGA 1117,
50260772129085,CENTRO DE SALUD AREA 12,26077030000,RAWSON,26,CHUBUT,77,RAWSON,30,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9103,PASTOR JULIAN LIMA  N° 70,
50260772129086,CENTRO DE SALUD AREA 16 - MALVINAS ARGENTINAS,26077030000,RAWSON,26,CHUBUT,77,RAWSON,30,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9103,CHACHO PEÑALOZA 214,
50260072129087,CENTRO DE SALUD ARISTARAIN,26007020000,PUERTO MADRYN,26,CHUBUT,7,BIEDMA,20,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9120,Juan Muzzio 707,
50260772129111,CENTRO DE SALUD JORGE MORADO,26077040000,TRELEW,26,CHUBUT,77,RAWSON,40,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9100,Estados Arabes y Av La Plata,
50260352129089,CENTRO DE SALUD BELLA VISTA,26035030000,ESQUEL,26,CHUBUT,35,FUTALEUFÚ,30,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9200,Humpfreys 2030,
15060582305233,RESIDENCIA GERIATRICA MODELO,6658010006,QUILMES,6,BUENOS AIRES,658,QUILMES,10,6.0,Privado,15,ESCIETE,Bajo riesgo con internación simple,1878,Almirante Brown 916,
50067602303510,CENTRO DERMATOLOGICO SCHJTMAN,6760010004,SAN MIGUEL,6,BUENOS AIRES,760,SAN MIGUEL,10,4.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,1663,Paunero 1994,
53067492303512,MAS VIDA EMERGENCIAS,6749010001,SAN FERNANDO,6,BUENOS AIRES,749,SAN FERNANDO,10,1.0,Privado,53,ESCL,Sistema de Atención extra hospitalaria,1646,Belgrano 1182,
51421192353442,LABORATORIO ANALISIS CLINICOS MARIA VICENTE,42119040000,QUEMU QUEMU,42,LA PAMPA,119,QUEMÚ QUEMÚ,40,0.0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,6360,Av. ROCA 247,
50020012315911,CENTRO MEDICO GEMA,2002010001,RECOLETA,2,CABA,2,COMUNA 2,10,1.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,C1425BGN,Avenida Santa Fe 2534 1º B,www.gemaconsultorios.com.ar
50420212353466,CENTRO DE DIAGNOSTICO MEDICO DIAGNOSIS,42021020000,SANTA ROSA,42,LA PAMPA,21,CAPITAL,20,0.0,Privado,51,ESSID,Diagnostico por Imágenes,6300,Marcelo T. de Alvear 246,www.diagnosis.com.ar
50221402126253,CENTRO DE SALUD ENRIQUE FINOCHIETTO,22140050000,PUERTO VILELAS,22,CHACO,140,SAN FERNANDO,50,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3503,IRIGOYEN Y 20 DE JUNIO,
50221402126278,CENTRO DE SALUD JUAN DE GARAY EL TALA,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3500,Jujuy 2775,
50221402126163,CENTRO DE SALUD BARRIO TOBA,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3500,PASAJE  CRUZ ROJA 111,
50221402126470,CENTRO DE SALUD VILLA BARBERAN,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,3500,LESTANI Y CALLE 2 - BARRIO BARBERAN,
10660632173056,HOSPITAL GUACHIPAS,66063010000,GUACHIPAS,66,SALTA,63,GUACHIPAS,10,0.0,Provincial,10,ESCIG,Bajo riesgo con internación simple,4425,EUGENIO ROMANOV S/Nº  - GUACHIPAS,
50740142180165,CAPS VILLA DE LA QUEBRADA,74014030000,VILLA DE LA QUEBRADA,74,SAN LUIS,14,BELGRANO,30,0.0,Provincial,50,ESSIDT,Con atención médica general por lo menos 3 días de la semana,5703,25 DE MAYO Y 9 DE JULIO,
50820842385056,CENTRO MEDICO GRANDOLI - CEMEG -,82084270000,ROSARIO,82,SANTA FE,84,ROSARIO,270,0.0,Privado,50,ESSIDT,Con atención médica general por lo menos 3 días de la semana,2000,AVENIDA GRANDOLI 4650,
10660702173047,HOSPITAL DR. RAMON CARRILLO,66070010000,IRUYA,66,SALTA,70,IRUYA,10,0.0,Provincial,10,ESCIG,Bajo riesgo con internación simple,4633,SAN MARTIN  S/Nº - IRUYA,
50221402126123,CENTRO DE REFERENCIA DR. PEDRO BIOLCHI,22140010000,BARRANQUERAS,22,CHACO,140,SAN FERNANDO,10,0.0,Provincial,50,ESSDIT,Con guardia permanente,3503,AVENIDA LAPRIDA 5602,
53821192385958,EMERGENCIAS URGENCIAS DEL LITORAL S.A,82119130000,SAN LORENZO,82,SANTA FE,119,SAN LORENZO,130,0.0,Privado,53,ESCL,Unidades de Atención Móviles,2200,DORREGO 2681,
53821192385937,EMERGENCIAS AMBULANCIA ACUARIO SERVICIO DE TRASLADOS URBANOS,82119130000,SAN LORENZO,82,SANTA FE,119,SAN LORENZO,130,0.0,Privado,53,ESCL,Unidades de Atención Móviles,2200,DOCTOR GHIO 434,
50220392126185,CENTRO DE SALUD COLONIA JACARANDA,22039010000,HERMOSO CAMPO,22,CHACO,39,2 DE ABRIL,10,0.0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),3733,PARAJE EL JACARANDÁ ( a 25 km del Hospital),
10260352129015,HOSPITAL RURAL CORCOVADO,26035020000,CORCOVADO,26,CHUBUT,35,FUTALEUFÚ,20,0.0,Provincial,10,ESCIG,Bajo riesgo con internación simple,9201,PERITO MORENO,
50260352129227,PUESTO SANITARIO LAGO ROSARIO,26035040000,LAGO ROSARIO,26,CHUBUT,35,FUTALEUFÚ,40,0.0,Provincial,50,ESSDIT,Con guardia permanente,9203,RUTA NACIONAL 259,
50260352129233,PUESTO SANITARIO LOS CIPRESES,26035060000,TREVELIN,26,CHUBUT,35,FUTALEUFÚ,60,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9203,RUTA NACIONAL 259 / Camino del valle,
50900842396555,SERVICIO INTEGRAL MED. Y LAB. SIMLE.R,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,0.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,4000,LAS PIEDRAS 549,
50740352380042,ADVANCE SERVICIOS INTEGRADOS SRL CLINICA DE LA VISION,74035070000,VILLA MERCEDES,74,SAN LUIS,35,GENERAL PEDERNERA,70,0.0,Privado,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,5730,GENERAL PAZ 809-811,
10580982167009,HTAL PICUN LEUFU - DRA NANCY FERRARI DIBY,58098020000,PICUN LEUFU,58,NEUQUÉN,98,PICÚN LEUFÚ,20,0.0,Provincial,10,ESCIG,Bajo riesgo con internación simple,8313,ENTRE RÍOS S/N,
10581132167023,HTAL MARIANO MORENO - DR CARLOS BURDES,58113020,MARIANO MORENO  (MARIANO MORENO),58,NEUQUÉN,113,ZAPALA ,20,2.0,Provincial,10,ESCIG,Bajo riesgo con internación simple,8351,BELGRANO Y LAVALLE S/N,
10581122167032,HTAL ZAPALA - DR JUAN J POSE,58112040000,ZAPALA,58,NEUQUÉN,112,ZAPALA ,40,0.0,Provincial,10,ESCIG,Mediano riesgo con internación con cuidados especiales,8340,LUIS MONTI 155,
10581052167020,HTAL LAS LAJAS - DR JOSE VENIER,58105030000,LAS LAJAS,58,NEUQUÉN,105,PICUNCHES,30,0.0,Provincial,10,ESCIG,Bajo riesgo con internación simple,8347,AV. ROCA 269,
12580912367040,CLINICA Y MATERNIDAD RINCON,58091040000,RINCON DE LOS SAUCES,58,NEUQUÉN,91,PEHUENCHES,40,0.0,Privado,12,ESCIEM,Mediano riesgo con internación con cuidados especiales,8319,NARAMBUENA Y RUTA 6,
52580562367225,CENTRO DE DIALISIS FRESENIUS,58056010000,SAN MARTIN DE LOS ANDES,58,NEUQUÉN,56,LÁCAR,10,0.0,Privado,52,ESSIT,Centro de Diálisis,8316,Gabriel Obeid 844,
50260212229094,CENTRO DE SALUD DON BOSCO,26021030003,BARRIO CALETA OLIVARES,26,CHUBUT,21,ESCALANTE,30,3.0,Municipal,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9100,PASAJE LOS ANDES 410 TRELEW,
50260212229097,CENTRO DE SALUD DR RENE FAVALORO,26021050000,RADA TILLY,26,CHUBUT,21,ESCALANTE,50,0.0,Municipal,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9009,Alférez  Olivares 64,
50260212129096,CENTRO DE SALUD DR.  ROBERTO MIAS,26021030005,BARRIO CIUDADELA,26,CHUBUT,21,ESCALANTE,30,5.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9213,LOS ANDES Y PUCARA,
50260772129098,CENTRO DE SALUD ETCHEPARE TRELEW,26077040000,TRELEW,26,CHUBUT,77,RAWSON,40,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9100,CAMBRIN  N° 1600,
50260072129100,CENTRO DE SALUD GOBERNADOR FONTANA,26007020000,PUERTO MADRYN,26,CHUBUT,7,BIEDMA,20,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9120,La Rioja 703,
50260772129102,CENTRO DE SALUD PABLO FERMIN,26077030000,RAWSON,26,CHUBUT,77,RAWSON,30,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9103,Italia  1315,
50260072129103,CENTRO DE SALUD GUEMES,26007020000,PUERTO MADRYN,26,CHUBUT,7,BIEDMA,20,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9120,FERROCARRIL PATAGONICO 1500,
50260772129104,CENTRO DE SALUD GUENDA WILLIAMS,26077040000,TRELEW,26,CHUBUT,77,RAWSON,40,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9100,PASAJE LOS ANDES NORTE 447,
50260772129106,CENTRO DE SALUD INGENIERO FRANZETTI,26077040000,TRELEW,26,CHUBUT,77,RAWSON,40,0.0,Provincial,50,ESSDIT,Con atención médica diaria y con especialidades y/o otras profesiones,9100,CARLOS GARDEL 489,
50860772192549,PUESTO SANITARIO COLONIA LAMADRID,86077010000,AÑATUYA,86,SANTIAGO DEL ESTERO,77,GENERAL TABOADA,10,0.0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),3760,Sin datos,www.msaludsgo.gov.ar
53066652303266,CEM CENTRO DE EMERGENCIAS MEDICAS BASE RAMALLO,6665040000,RAMALLO,6,BUENOS AIRES,665,RAMALLO,40,0.0,Privado,53,ESCL,Sistema de Atención extra hospitalaria,2915,Bartolomé Mitre 1315,
